CD,CL,L_over_D,base_low_order_relieved_CD,body_delta_CD,body_delta_CL,body_drag_retention,body_lift_retention,body_pressure_proxy,body_symmetric_relief_CL,body_symmetry_factor,condition,drag_N,lift_N,method
0.012978151370067933,0.30120961699031235,23.208977026189185,,,,,,,,,cruise,5.090887518254171,118.15429145407433,aerobuildup
0.012388380897793068,0.28848843432967175,23.287016819208763,,,,,,,,,cruise,4.859540614498396,113.16420402345226,lifting_line_plus_sep
0.026912215055230754,0.28848843432967175,10.719609431539531,0.012388380897793068,0.014523834157437687,0.0,1.0,1.0,0.0,-0.0,0.9999999999999964,cruise,10.5567469361801,113.16420402345224,hybrid_bwb_body
0.026849819888917242,0.2920674590341459,10.877818184348495,,,,,,,,,cruise,10.634684,115.682159,cfd
0.045778794153960314,0.7332026039455597,16.016206138582408,,,,,,,,,takeoff,8.110468403278098,129.89893382736133,aerobuildup
0.035625791903741356,0.6562526440461862,18.420717378559317,,,,,,,,,takeoff,6.31169660356942,116.26597931356504,lifting_line_plus_sep
0.023434514989887256,0.386705433987003,16.50153349253777,0.020457128987612525,0.0029773860022747297,-0.2695472100591832,0.20499999999999996,-0.75,0.3620985163580084,-0.2695472100591832,0.9999999999999999,takeoff,4.1518108304122965,68.51124547272956,hybrid_bwb_body
0.02344952915434802,0.38494661682970055,16.415963591248637,,,,,,,,,takeoff,4.1544737,68.199689,cfd
