rank,region_mode,onset_floor,onset_power,root_power,cap_fraction,target_scale,dataset,condition,model_CL,cfd_CL,rel_CL_error,model_CD,cfd_CD,rel_CD_error,max_rel_error,mean_rel_error,body_delta_CL,body_symmetric_relief_CL
4,chord_0.70,0.15,1.0,1.0,0.8,1.0,x48_10ft,takeoff,0.1932882151471658,0.1935724233294682,0.0014682266069411625,0.02604639453179205,0.02602059475743992,0.0009915136295933719,0.012254102926460616,0.0031680780792991566,-0.02149118509593383,0.0
4,chord_0.70,0.15,1.0,1.0,0.8,1.0,intendedvalidation2,cruise,0.28848843432967164,0.2920674590341459,0.012254102926460616,0.026912215055230754,0.026849819888917242,0.002323857909351047,0.012254102926460616,0.0031680780792991566,-1.2675366117429173e-16,0.0
4,chord_0.70,0.15,1.0,1.0,0.8,1.0,intendedvalidation2,takeoff,0.3870302270779947,0.38494661682970055,0.005412725186297612,0.023448074531343222,0.02344952915434802,6.203207728496188e-05,0.012254102926460616,0.0031680780792991566,-0.2692224169681915,-0.2692224169681915
5,chord_0.70,0.15,1.0,1.0,0.95,1.0,x48_10ft,cruise,0.15584096401172648,0.1559206579013886,0.0005111182234269152,0.010031184120325595,0.010007955175231063,0.002321048075037564,0.012254102926460616,0.0031680780792991566,0.08217872891795812,0.0
5,chord_0.70,0.15,1.0,1.0,0.95,1.0,x48_10ft,takeoff,0.1932882151471658,0.1935724233294682,0.0014682266069411625,0.02604639453179205,0.02602059475743992,0.0009915136295933719,0.012254102926460616,0.0031680780792991566,-0.02149118509593383,0.0
5,chord_0.70,0.15,1.0,1.0,0.95,1.0,intendedvalidation2,cruise,0.28848843432967164,0.2920674590341459,0.012254102926460616,0.026912215055230754,0.026849819888917242,0.002323857909351047,0.012254102926460616,0.0031680780792991566,-1.2675366117429173e-16,0.0
5,chord_0.70,0.15,1.0,1.0,0.95,1.0,intendedvalidation2,takeoff,0.3870302270779947,0.38494661682970055,0.005412725186297612,0.023448074531343222,0.02344952915434802,6.203207728496188e-05,0.012254102926460616,0.0031680780792991566,-0.2692224169681915,-0.2692224169681915
6,chord_0.70,0.15,1.0,2.0,0.8,1.0,x48_10ft,cruise,0.15584096401172648,0.1559206579013886,0.0005111182234269152,0.010031184120325595,0.010007955175231063,0.002321048075037564,0.012254102926460616,0.0031680780792991566,0.08217872891795812,0.0
6,chord_0.70,0.15,1.0,2.0,0.8,1.0,x48_10ft,takeoff,0.1932882151471658,0.1935724233294682,0.0014682266069411625,0.02604639453179205,0.02602059475743992,0.0009915136295933719,0.012254102926460616,0.0031680780792991566,-0.02149118509593383,0.0
6,chord_0.70,0.15,1.0,2.0,0.8,1.0,intendedvalidation2,cruise,0.28848843432967164,0.2920674590341459,0.012254102926460616,0.026912215055230754,0.026849819888917242,0.002323857909351047,0.012254102926460616,0.0031680780792991566,-1.2675366117429173e-16,0.0
6,chord_0.70,0.15,1.0,2.0,0.8,1.0,intendedvalidation2,takeoff,0.3870302270779947,0.38494661682970055,0.005412725186297612,0.023448074531343222,0.02344952915434802,6.203207728496188e-05,0.012254102926460616,0.0031680780792991566,-0.2692224169681915,-0.2692224169681915
7,chord_0.70,0.15,1.0,2.0,0.95,1.0,x48_10ft,cruise,0.15584096401172648,0.1559206579013886,0.0005111182234269152,0.010031184120325595,0.010007955175231063,0.002321048075037564,0.012254102926460616,0.0031680780792991566,0.08217872891795812,0.0
7,chord_0.70,0.15,1.0,2.0,0.95,1.0,x48_10ft,takeoff,0.1932882151471658,0.1935724233294682,0.0014682266069411625,0.02604639453179205,0.02602059475743992,0.0009915136295933719,0.012254102926460616,0.0031680780792991566,-0.02149118509593383,0.0
7,chord_0.70,0.15,1.0,2.0,0.95,1.0,intendedvalidation2,cruise,0.28848843432967164,0.2920674590341459,0.012254102926460616,0.026912215055230754,0.026849819888917242,0.002323857909351047,0.012254102926460616,0.0031680780792991566,-1.2675366117429173e-16,0.0
7,chord_0.70,0.15,1.0,2.0,0.95,1.0,intendedvalidation2,takeoff,0.3870302270779947,0.38494661682970055,0.005412725186297612,0.023448074531343222,0.02344952915434802,6.203207728496188e-05,0.012254102926460616,0.0031680780792991566,-0.2692224169681915,-0.2692224169681915
8,chord_0.70,0.15,1.5,0.5,0.8,1.0,x48_10ft,cruise,0.15584096401172648,0.1559206579013886,0.0005111182234269152,0.010031184120325595,0.010007955175231063,0.002321048075037564,0.012254102926460616,0.0031680780792991566,0.08217872891795812,0.0
8,chord_0.70,0.15,1.5,0.5,0.8,1.0,x48_10ft,takeoff,0.1932882151471658,0.1935724233294682,0.0014682266069411625,0.02604639453179205,0.02602059475743992,0.0009915136295933719,0.012254102926460616,0.0031680780792991566,-0.02149118509593383,0.0
8,chord_0.70,0.15,1.5,0.5,0.8,1.0,intendedvalidation2,cruise,0.28848843432967164,0.2920674590341459,0.012254102926460616,0.026912215055230754,0.026849819888917242,0.002323857909351047,0.012254102926460616,0.0031680780792991566,-1.2675366117429173e-16,0.0
8,chord_0.70,0.15,1.5,0.5,0.8,1.0,intendedvalidation2,takeoff,0.3870302270779947,0.38494661682970055,0.005412725186297612,0.023448074531343222,0.02344952915434802,6.203207728496188e-05,0.012254102926460616,0.0031680780792991566,-0.2692224169681915,-0.2692224169681915
9,chord_0.70,0.15,1.5,0.5,0.95,1.0,x48_10ft,cruise,0.15584096401172648,0.1559206579013886,0.0005111182234269152,0.010031184120325595,0.010007955175231063,0.002321048075037564,0.012254102926460616,0.0031680780792991566,0.08217872891795812,0.0
9,chord_0.70,0.15,1.5,0.5,0.95,1.0,x48_10ft,takeoff,0.1932882151471658,0.1935724233294682,0.0014682266069411625,0.02604639453179205,0.02602059475743992,0.0009915136295933719,0.012254102926460616,0.0031680780792991566,-0.02149118509593383,0.0
9,chord_0.70,0.15,1.5,0.5,0.95,1.0,intendedvalidation2,cruise,0.28848843432967164,0.2920674590341459,0.012254102926460616,0.026912215055230754,0.026849819888917242,0.002323857909351047,0.012254102926460616,0.0031680780792991566,-1.2675366117429173e-16,0.0
9,chord_0.70,0.15,1.5,0.5,0.95,1.0,intendedvalidation2,takeoff,0.3870302270779947,0.38494661682970055,0.005412725186297612,0.023448074531343222,0.02344952915434802,6.203207728496188e-05,0.012254102926460616,0.0031680780792991566,-0.2692224169681915,-0.2692224169681915
10,chord_0.70,0.15,1.5,1.0,0.8,1.0,x48_10ft,cruise,0.15584096401172648,0.1559206579013886,0.0005111182234269152,0.010031184120325595,0.010007955175231063,0.002321048075037564,0.012254102926460616,0.0031680780792991566,0.08217872891795812,0.0
10,chord_0.70,0.15,1.5,1.0,0.8,1.0,x48_10ft,takeoff,0.1932882151471658,0.1935724233294682,0.0014682266069411625,0.02604639453179205,0.02602059475743992,0.0009915136295933719,0.012254102926460616,0.0031680780792991566,-0.02149118509593383,0.0
10,chord_0.70,0.15,1.5,1.0,0.8,1.0,intendedvalidation2,cruise,0.28848843432967164,0.2920674590341459,0.012254102926460616,0.026912215055230754,0.026849819888917242,0.002323857909351047,0.012254102926460616,0.0031680780792991566,-1.2675366117429173e-16,0.0
10,chord_0.70,0.15,1.5,1.0,0.8,1.0,intendedvalidation2,takeoff,0.3870302270779947,0.38494661682970055,0.005412725186297612,0.023448074531343222,0.02344952915434802,6.203207728496188e-05,0.012254102926460616,0.0031680780792991566,-0.2692224169681915,-0.2692224169681915
11,chord_0.70,0.15,1.5,1.0,0.95,1.0,x48_10ft,cruise,0.15584096401172648,0.1559206579013886,0.0005111182234269152,0.010031184120325595,0.010007955175231063,0.002321048075037564,0.012254102926460616,0.0031680780792991566,0.08217872891795812,0.0
11,chord_0.70,0.15,1.5,1.0,0.95,1.0,x48_10ft,takeoff,0.1932882151471658,0.1935724233294682,0.0014682266069411625,0.02604639453179205,0.02602059475743992,0.0009915136295933719,0.012254102926460616,0.0031680780792991566,-0.02149118509593383,0.0
11,chord_0.70,0.15,1.5,1.0,0.95,1.0,intendedvalidation2,cruise,0.28848843432967164,0.2920674590341459,0.012254102926460616,0.026912215055230754,0.026849819888917242,0.002323857909351047,0.012254102926460616,0.0031680780792991566,-1.2675366117429173e-16,0.0
11,chord_0.70,0.15,1.5,1.0,0.95,1.0,intendedvalidation2,takeoff,0.3870302270779947,0.38494661682970055,0.005412725186297612,0.023448074531343222,0.02344952915434802,6.203207728496188e-05,0.012254102926460616,0.0031680780792991566,-0.2692224169681915,-0.2692224169681915
12,chord_0.70,0.15,1.5,2.0,0.8,1.0,x48_10ft,cruise,0.15584096401172648,0.1559206579013886,0.0005111182234269152,0.010031184120325595,0.010007955175231063,0.002321048075037564,0.012254102926460616,0.0031680780792991566,0.08217872891795812,0.0
12,chord_0.70,0.15,1.5,2.0,0.8,1.0,x48_10ft,takeoff,0.1932882151471658,0.1935724233294682,0.0014682266069411625,0.02604639453179205,0.02602059475743992,0.0009915136295933719,0.012254102926460616,0.0031680780792991566,-0.02149118509593383,0.0
12,chord_0.70,0.15,1.5,2.0,0.8,1.0,intendedvalidation2,cruise,0.28848843432967164,0.2920674590341459,0.012254102926460616,0.026912215055230754,0.026849819888917242,0.002323857909351047,0.012254102926460616,0.0031680780792991566,-1.2675366117429173e-16,0.0
12,chord_0.70,0.15,1.5,2.0,0.8,1.0,intendedvalidation2,takeoff,0.3870302270779947,0.38494661682970055,0.005412725186297612,0.023448074531343222,0.02344952915434802,6.203207728496188e-05,0.012254102926460616,0.0031680780792991566,-0.2692224169681915,-0.2692224169681915
13,chord_0.70,0.15,1.5,2.0,0.95,1.0,x48_10ft,cruise,0.15584096401172648,0.1559206579013886,0.0005111182234269152,0.010031184120325595,0.010007955175231063,0.002321048075037564,0.012254102926460616,0.0031680780792991566,0.08217872891795812,0.0
13,chord_0.70,0.15,1.5,2.0,0.95,1.0,x48_10ft,takeoff,0.1932882151471658,0.1935724233294682,0.0014682266069411625,0.02604639453179205,0.02602059475743992,0.0009915136295933719,0.012254102926460616,0.0031680780792991566,-0.02149118509593383,0.0
13,chord_0.70,0.15,1.5,2.0,0.95,1.0,intendedvalidation2,cruise,0.28848843432967164,0.2920674590341459,0.012254102926460616,0.026912215055230754,0.026849819888917242,0.002323857909351047,0.012254102926460616,0.0031680780792991566,-1.2675366117429173e-16,0.0
13,chord_0.70,0.15,1.5,2.0,0.95,1.0,intendedvalidation2,takeoff,0.3870302270779947,0.38494661682970055,0.005412725186297612,0.023448074531343222,0.02344952915434802,6.203207728496188e-05,0.012254102926460616,0.0031680780792991566,-0.2692224169681915,-0.2692224169681915
14,chord_0.70,0.15,2.0,0.5,0.8,1.0,x48_10ft,cruise,0.15584096401172648,0.1559206579013886,0.0005111182234269152,0.010031184120325595,0.010007955175231063,0.002321048075037564,0.012254102926460616,0.0031680780792991566,0.08217872891795812,0.0
14,chord_0.70,0.15,2.0,0.5,0.8,1.0,x48_10ft,takeoff,0.1932882151471658,0.1935724233294682,0.0014682266069411625,0.02604639453179205,0.02602059475743992,0.0009915136295933719,0.012254102926460616,0.0031680780792991566,-0.02149118509593383,0.0
14,chord_0.70,0.15,2.0,0.5,0.8,1.0,intendedvalidation2,cruise,0.28848843432967164,0.2920674590341459,0.012254102926460616,0.026912215055230754,0.026849819888917242,0.002323857909351047,0.012254102926460616,0.0031680780792991566,-1.2675366117429173e-16,0.0
14,chord_0.70,0.15,2.0,0.5,0.8,1.0,intendedvalidation2,takeoff,0.3870302270779947,0.38494661682970055,0.005412725186297612,0.023448074531343222,0.02344952915434802,6.203207728496188e-05,0.012254102926460616,0.0031680780792991566,-0.2692224169681915,-0.2692224169681915
15,chord_0.70,0.15,2.0,0.5,0.95,1.0,x48_10ft,cruise,0.15584096401172648,0.1559206579013886,0.0005111182234269152,0.010031184120325595,0.010007955175231063,0.002321048075037564,0.012254102926460616,0.0031680780792991566,0.08217872891795812,0.0
15,chord_0.70,0.15,2.0,0.5,0.95,1.0,x48_10ft,takeoff,0.1932882151471658,0.1935724233294682,0.0014682266069411625,0.02604639453179205,0.02602059475743992,0.0009915136295933719,0.012254102926460616,0.0031680780792991566,-0.02149118509593383,0.0
15,chord_0.70,0.15,2.0,0.5,0.95,1.0,intendedvalidation2,cruise,0.28848843432967164,0.2920674590341459,0.012254102926460616,0.026912215055230754,0.026849819888917242,0.002323857909351047,0.012254102926460616,0.0031680780792991566,-1.2675366117429173e-16,0.0
15,chord_0.70,0.15,2.0,0.5,0.95,1.0,intendedvalidation2,takeoff,0.3870302270779947,0.38494661682970055,0.005412725186297612,0.023448074531343222,0.02344952915434802,6.203207728496188e-05,0.012254102926460616,0.0031680780792991566,-0.2692224169681915,-0.2692224169681915
16,chord_0.70,0.15,2.0,1.0,0.8,1.0,x48_10ft,cruise,0.15584096401172648,0.1559206579013886,0.0005111182234269152,0.010031184120325595,0.010007955175231063,0.002321048075037564,0.012254102926460616,0.0031680780792991566,0.08217872891795812,0.0
16,chord_0.70,0.15,2.0,1.0,0.8,1.0,x48_10ft,takeoff,0.1932882151471658,0.1935724233294682,0.0014682266069411625,0.02604639453179205,0.02602059475743992,0.0009915136295933719,0.012254102926460616,0.0031680780792991566,-0.02149118509593383,0.0
16,chord_0.70,0.15,2.0,1.0,0.8,1.0,intendedvalidation2,cruise,0.28848843432967164,0.2920674590341459,0.012254102926460616,0.026912215055230754,0.026849819888917242,0.002323857909351047,0.012254102926460616,0.0031680780792991566,-1.2675366117429173e-16,0.0
16,chord_0.70,0.15,2.0,1.0,0.8,1.0,intendedvalidation2,takeoff,0.3870302270779947,0.38494661682970055,0.005412725186297612,0.023448074531343222,0.02344952915434802,6.203207728496188e-05,0.012254102926460616,0.0031680780792991566,-0.2692224169681915,-0.2692224169681915
17,chord_0.70,0.15,2.0,1.0,0.95,1.0,x48_10ft,cruise,0.15584096401172648,0.1559206579013886,0.0005111182234269152,0.010031184120325595,0.010007955175231063,0.002321048075037564,0.012254102926460616,0.0031680780792991566,0.08217872891795812,0.0
17,chord_0.70,0.15,2.0,1.0,0.95,1.0,x48_10ft,takeoff,0.1932882151471658,0.1935724233294682,0.0014682266069411625,0.02604639453179205,0.02602059475743992,0.0009915136295933719,0.012254102926460616,0.0031680780792991566,-0.02149118509593383,0.0
17,chord_0.70,0.15,2.0,1.0,0.95,1.0,intendedvalidation2,cruise,0.28848843432967164,0.2920674590341459,0.012254102926460616,0.026912215055230754,0.026849819888917242,0.002323857909351047,0.012254102926460616,0.0031680780792991566,-1.2675366117429173e-16,0.0
17,chord_0.70,0.15,2.0,1.0,0.95,1.0,intendedvalidation2,takeoff,0.3870302270779947,0.38494661682970055,0.005412725186297612,0.023448074531343222,0.02344952915434802,6.203207728496188e-05,0.012254102926460616,0.0031680780792991566,-0.2692224169681915,-0.2692224169681915
18,chord_0.70,0.15,2.0,2.0,0.8,1.0,x48_10ft,cruise,0.15584096401172648,0.1559206579013886,0.0005111182234269152,0.010031184120325595,0.010007955175231063,0.002321048075037564,0.012254102926460616,0.0031680780792991566,0.08217872891795812,0.0
18,chord_0.70,0.15,2.0,2.0,0.8,1.0,x48_10ft,takeoff,0.1932882151471658,0.1935724233294682,0.0014682266069411625,0.02604639453179205,0.02602059475743992,0.0009915136295933719,0.012254102926460616,0.0031680780792991566,-0.02149118509593383,0.0
18,chord_0.70,0.15,2.0,2.0,0.8,1.0,intendedvalidation2,cruise,0.28848843432967164,0.2920674590341459,0.012254102926460616,0.026912215055230754,0.026849819888917242,0.002323857909351047,0.012254102926460616,0.0031680780792991566,-1.2675366117429173e-16,0.0
18,chord_0.70,0.15,2.0,2.0,0.8,1.0,intendedvalidation2,takeoff,0.3870302270779947,0.38494661682970055,0.005412725186297612,0.023448074531343222,0.02344952915434802,6.203207728496188e-05,0.012254102926460616,0.0031680780792991566,-0.2692224169681915,-0.2692224169681915
19,chord_0.70,0.15,2.0,2.0,0.95,1.0,x48_10ft,cruise,0.15584096401172648,0.1559206579013886,0.0005111182234269152,0.010031184120325595,0.010007955175231063,0.002321048075037564,0.012254102926460616,0.0031680780792991566,0.08217872891795812,0.0
19,chord_0.70,0.15,2.0,2.0,0.95,1.0,x48_10ft,takeoff,0.1932882151471658,0.1935724233294682,0.0014682266069411625,0.02604639453179205,0.02602059475743992,0.0009915136295933719,0.012254102926460616,0.0031680780792991566,-0.02149118509593383,0.0
19,chord_0.70,0.15,2.0,2.0,0.95,1.0,intendedvalidation2,cruise,0.28848843432967164,0.2920674590341459,0.012254102926460616,0.026912215055230754,0.026849819888917242,0.002323857909351047,0.012254102926460616,0.0031680780792991566,-1.2675366117429173e-16,0.0
19,chord_0.70,0.15,2.0,2.0,0.95,1.0,intendedvalidation2,takeoff,0.3870302270779947,0.38494661682970055,0.005412725186297612,0.023448074531343222,0.02344952915434802,6.203207728496188e-05,0.012254102926460616,0.0031680780792991566,-0.2692224169681915,-0.2692224169681915
20,chord_0.70,0.3,1.0,0.5,0.8,1.0,x48_10ft,cruise,0.15584096401172648,0.1559206579013886,0.0005111182234269152,0.010031184120325595,0.010007955175231063,0.002321048075037564,0.012254102926460616,0.0031680780792991566,0.08217872891795812,0.0
20,chord_0.70,0.3,1.0,0.5,0.8,1.0,x48_10ft,takeoff,0.1932882151471658,0.1935724233294682,0.0014682266069411625,0.02604639453179205,0.02602059475743992,0.0009915136295933719,0.012254102926460616,0.0031680780792991566,-0.02149118509593383,0.0
20,chord_0.70,0.3,1.0,0.5,0.8,1.0,intendedvalidation2,cruise,0.28848843432967164,0.2920674590341459,0.012254102926460616,0.026912215055230754,0.026849819888917242,0.002323857909351047,0.012254102926460616,0.0031680780792991566,-1.2675366117429173e-16,0.0
20,chord_0.70,0.3,1.0,0.5,0.8,1.0,intendedvalidation2,takeoff,0.3870302270779947,0.38494661682970055,0.005412725186297612,0.023448074531343222,0.02344952915434802,6.203207728496188e-05,0.012254102926460616,0.0031680780792991566,-0.2692224169681915,-0.2692224169681915
