body_delta_CD,body_delta_CL,body_symmetric_relief_CL,cfd_CD,cfd_CL,condition,dataset,delta_CD,delta_CL,kind,max_rel_error,mean_rel_error,model_CD,model_CL,rank,rel_CD_error,rel_CL_error,variant_name
0.014523834157437687,-1.3203506372322056e-16,0.0,0.026849819888917242,0.2920674590341459,cruise,intendedvalidation2,6.239516631351139e-05,-0.003579024704474243,fractional_unload,0.027809424649320937,0.011607260599160209,0.026912215055230754,0.28848843432967164,10,0.002323857909351047,0.012254102926460616,frac_chord_0.70_floor0.15_op1.5_rp0.5_cap0.95_ts1.00
0.0036309585393594266,-0.2692224169681915,-0.2692224169681915,0.02344952915434802,0.38494661682970055,takeoff,intendedvalidation2,0.0006521179140798958,0.0020836102482941765,fractional_unload,0.027809424649320937,0.011607260599160209,0.024101647068427916,0.3870302270779947,10,0.027809424649320937,0.005412725186297612,frac_chord_0.70_floor0.15_op1.5_rp0.5_cap0.95_ts1.00
0.002663211336079088,0.08560284262287304,0.0,0.010007955175231063,0.1559206579013886,cruise,x48_10ft,2.3228945094532286e-05,0.003344419815252825,fractional_unload,0.027809424649320937,0.011607260599160209,0.010031184120325595,0.15926507771664142,11,0.002321048075037564,0.021449497842473124,frac_chord_0.70_floor0.15_op1.5_rp1.0_cap0.80_ts1.00
0.007204683973114204,-0.024732484660101663,0.0,0.02602059475743992,0.1935724233294682,takeoff,x48_10ft,8.000205290380549e-05,-0.00352550774647023,fractional_unload,0.027809424649320937,0.011607260599160209,0.026100596810343726,0.19004691558299797,11,0.0030745666518991062,0.01821286155244165,frac_chord_0.70_floor0.15_op1.5_rp1.0_cap0.80_ts1.00
0.014523834157437687,-1.3203506372322056e-16,0.0,0.026849819888917242,0.2920674590341459,cruise,intendedvalidation2,6.239516631351139e-05,-0.003579024704474243,fractional_unload,0.027809424649320937,0.011607260599160209,0.026912215055230754,0.28848843432967164,11,0.002323857909351047,0.012254102926460616,frac_chord_0.70_floor0.15_op1.5_rp1.0_cap0.80_ts1.00
0.0036309585393594266,-0.2692224169681915,-0.2692224169681915,0.02344952915434802,0.38494661682970055,takeoff,intendedvalidation2,0.0006521179140798958,0.0020836102482941765,fractional_unload,0.027809424649320937,0.011607260599160209,0.024101647068427916,0.3870302270779947,11,0.027809424649320937,0.005412725186297612,frac_chord_0.70_floor0.15_op1.5_rp1.0_cap0.80_ts1.00
0.002663211336079088,0.08560284262287304,0.0,0.010007955175231063,0.1559206579013886,cruise,x48_10ft,2.3228945094532286e-05,0.003344419815252825,fractional_unload,0.027809424649320937,0.011607260599160209,0.010031184120325595,0.15926507771664142,12,0.002321048075037564,0.021449497842473124,frac_chord_0.70_floor0.15_op1.5_rp1.0_cap0.95_ts1.00
0.007204683973114204,-0.024732484660101663,0.0,0.02602059475743992,0.1935724233294682,takeoff,x48_10ft,8.000205290380549e-05,-0.00352550774647023,fractional_unload,0.027809424649320937,0.011607260599160209,0.026100596810343726,0.19004691558299797,12,0.0030745666518991062,0.01821286155244165,frac_chord_0.70_floor0.15_op1.5_rp1.0_cap0.95_ts1.00
0.014523834157437687,-1.3203506372322056e-16,0.0,0.026849819888917242,0.2920674590341459,cruise,intendedvalidation2,6.239516631351139e-05,-0.003579024704474243,fractional_unload,0.027809424649320937,0.011607260599160209,0.026912215055230754,0.28848843432967164,12,0.002323857909351047,0.012254102926460616,frac_chord_0.70_floor0.15_op1.5_rp1.0_cap0.95_ts1.00
0.0036309585393594266,-0.2692224169681915,-0.2692224169681915,0.02344952915434802,0.38494661682970055,takeoff,intendedvalidation2,0.0006521179140798958,0.0020836102482941765,fractional_unload,0.027809424649320937,0.011607260599160209,0.024101647068427916,0.3870302270779947,12,0.027809424649320937,0.005412725186297612,frac_chord_0.70_floor0.15_op1.5_rp1.0_cap0.95_ts1.00
